NUMERO,PREMIO
49338,1000
92231,1000
40744,1000
86192,1000
68245,1000
71066,1000
93369,1000
82413,1000
30200,1000
51099,1000
4932,1000
67427,1000
95467,1000
40236,1000
79063,1000
84423,1000
59943,1000
12809,1000
6668,1000
12192,1000
59520,1000
57220,1000
393,1000
76530,1000
90047,1000
18637,1000
26481,1000
29742,1000
65058,1000
13769,1000
81091,1000
66041,1000
11806,1000
68483,1000
30109,1000
29339,1000
86681,1000
49256,1000
5531,1000
43793,1000
8630,1000
32568,1000
69248,1000
12743,1000
3084,1000
19105,1000
32869,1000
14136,1000
19012,1000
44484,1000
64296,1000
53082,1000
63271,1000
13092,1000
40167,1000
44203,1000
86984,1000
79124,1000
7821,1000
20672,1000
41304,1000
79326,1000
34179,1000
63543,1000
25546,1000
65987,1000
95761,1000
11877,1000
60185,1000
28539,1000
68415,1000
94784,1000
96887,1000
87514,1000
50547,1000
28352,1000
4013,1000
69674,1000
3079,1000
12445,1000
67099,1000
39268,1000
14079,1000
64246,1000
66511,1000
21684,60000
99965,1000
10220,1000
33691,1000
4329,1000
89796,1000
9255,1000
20829,1000
35194,1000
57493,1000
34930,1000
80807,1000
93401,1000
10344,1000
49813,1000
8809,1000
62285,1000
70627,1000
76063,1000
69601,1000
55840,1000
37011,1000
96088,1000
36537,1000
80979,1000
5567,1000
35974,1000
45138,1000
84956,1000
43589,1000
73233,1000
20404,1000
86121,1000
81238,1000
19129,1000
35870,1000
4948,1000
53947,1000
8693,1000
81501,1000
71972,1000
78136,1000
92026,1000
95374,1000
56536,1000
73344,1000
70071,1000
64055,1000
15486,1000
57670,1000
8452,1000
88057,1000
96944,1000
33500,1000
13754,1000
65830,1000
61305,1000
60457,1000
85872,1000
23057,1000
21809,1000
70797,1000
31233,1000
69902,1000
56573,1000
80638,1000
50196,1000
10684,1000
21311,1000
92040,1000
63544,1000
70214,1000
66620,1000
42040,1000
40075,1000
38170,1000
21611,60000
17194,1000
66431,1000
48809,1000
65136,1000
68114,1000
47199,1000
84706,1000
32715,1000
75877,1000
54456,60000
7602,1000
42993,1000
90340,1000
90039,1000
51062,1000
4326,1000
36874,1000
9934,1000
36214,1000
46089,1000
42733,1000
71239,1000
1207,1000
33813,1000
88746,1000
2968,1000
23812,1000
51862,1000
22402,1000
15023,1000
16105,1000
15185,1000
10686,1000
23858,1000
44737,1000
26577,1000
15571,1000
20199,1000
46130,1000
76448,1000
22241,1000
147,1000
75685,1000
99512,1000
26770,1000
78451,1000
1182,1000
30853,1000
6480,1000
28348,1000
28738,1000
79118,1000
79533,1000
20460,1000
88155,1000
80142,1000
62222,1000
93305,1000
52321,1000
53802,1000
83055,1000
1537,1000
70771,1000
70442,1000
93291,1000
28374,1000
67495,1000
31127,1000
56353,1000
54410,1000
42685,1000
39608,1000
82813,1000
11699,1000
75577,1000
15182,1000
83079,1000
81572,1000
92334,1000
96332,1000
28819,1000
71406,1000
27063,1000
40752,1000
63483,1000
48074,1000
21839,1000
38752,1000
85485,1000
83764,1000
34185,1000
74113,1000
15853,1000
99450,1000
44566,1000
42358,1000
73016,1000
43484,1000
43999,1000
1132,1000
48280,1000
78551,1000
53381,1000
16724,1000
1853,1000
85031,1000
32572,1000
59143,1000
78983,1000
29008,1000
64068,1000
65343,1000
37255,1000
21653,1000
31825,1000
42786,1000
80221,1000
87139,1000
71441,1000
10400,1000
21580,1000
51154,1000
35060,1000
81569,1000
84695,1000
64085,1000
98422,1000
12987,1000
50466,1000
12379,1000
26967,1000
70210,1000
50587,1000
93863,1000
97501,1000
3953,1000
28363,1000
5933,1000
64549,1000
40705,1000
82057,1000
10820,1000
22332,1000
32254,1000
97754,1000
96193,1000
63615,1000
25578,1000
38576,1000
1300,1000
40249,1000
37405,1000
35928,1000
96383,1000
60116,1000
64612,1000
48529,1000
67275,1000
79515,1000
91195,1000
38309,1000
2319,1000
41710,1000
12654,1000
76518,1000
16449,1000
92195,1000
10169,1000
42970,1000
51132,1000
4270,1000
337,1000
19728,1000
24442,1000
29099,1000
15840,1000
41604,1000
60958,1000
33650,1000
54568,1000
52587,1000
57668,1000
26611,1000
18614,1000
65108,1000
75864,1000
6729,1000
53619,1000
74135,1000
67714,1000
3750,1000
26700,1000
8983,1000
32545,1000
25574,1000
73420,1000
39054,1000
13530,1000
8821,1000
70827,1000
62281,1000
27184,1000
51795,1000
12655,500000
45030,1000
50068,1000
87312,1000
84534,1000
22158,1000
42130,1000
46624,1000
64,1000
14799,1000
67380,1000
64329,1000
15952,1000
62158,1000
29936,1000
72114,1000
22281,1000
53923,1000
40863,1000
6879,1000
50032,1000
12795,1000
65365,1000
51398,1000
84471,1000
55540,1000
35795,1000
14269,1000
15173,1000
84362,1000
17690,1000
60244,1000
77622,1000
30070,1000
94385,1000
82788,1000
45883,1000
87854,1000
74348,1000
95356,1000
85708,1000
89620,1000
56820,1000
67054,1000
86724,1000
48924,1000
88803,1000
12238,1000
61936,1000
52148,1000
58188,1000
41972,1000
24537,1000
69544,1000
3549,1000
75908,1000
77384,1000
18261,1000
10951,1000
21823,1000
75110,1000
41673,1000
75453,1000
11512,1000
39936,1000
34774,1000
62749,1000
4065,1000
1452,1000
58539,1000
51271,1000
60267,1000
41160,1000
72734,1000
30490,1000
93405,1000
37711,1000
33117,1000
64511,1000
76980,1000
42654,1000
37509,1000
34881,1000
20002,1000
3439,1000
11102,1000
25443,1000
95721,1000
52484,1000
45145,1000
50788,1000
25466,1000
48010,1000
53554,1000
95638,1000
97859,1000
29814,1000
76365,1000
22985,1000
90371,1000
63216,1000
50626,1000
87916,1000
97806,1000
43385,1000
88280,1000
8492,1000
47311,1000
19749,1000
94607,1000
34780,1000
21451,1000
67515,1000
84525,1250000
87375,1000
73348,1000
13324,1000
24733,1000
38302,1000
86256,1000
51683,1000
23114,1000
18789,1000
84178,1000
48698,1000
10359,1000
24333,1000
18200,1000
58303,1000
84626,1000
90422,1000
8016,1000
46,1000
21376,1000
22017,1000
71505,1000
44305,1000
58228,1000
65026,1000
24159,1000
121,1000
52961,1000
61380,1000
78216,1000
76963,1000
7350,1000
93899,1000
64297,1000
46485,1000
66401,1000
36200,1000
27544,1000
20556,1000
49251,1000
78946,1000
48135,1000
56227,1000
41504,1000
65524,1000
78672,1000
15917,1000
52481,1000
78181,1000
59353,1000
31272,1000
80984,1000
54606,1000
99842,1000
52030,1000
40732,1000
69111,1000
55162,1000
44475,1000
23732,1000
99922,1000
1075,1000
30033,1000
83442,1000
27143,1000
39208,1000
44207,1000
98759,1000
14263,1000
81749,1000
13934,1000
58788,1000
32066,1000
61289,1000
75349,60000
31134,1000
89227,1000
58089,1000
72754,1000
18818,1000
89388,1000
31353,1000
30401,1000
7234,1000
43325,1000
45565,1000
56805,1000
55322,1000
12410,1000
35375,1000
55686,1000
38739,1000
97787,1000
28336,1000
34756,1000
85478,1000
73533,1000
24662,1000
93395,1000
19280,1000
98577,1000
65171,1000
73798,1000
9922,1000
64689,1000
10210,1000
146,1000
72260,1000
60041,1000
47426,1000
78800,1000
36085,1000
26441,1000
67925,1000
84900,1000
58241,1000
95206,1000
50863,1000
63663,1000
40131,1000
96238,1000
91509,1000
36152,1000
83274,1000
46455,1000
51387,1000
41757,1000
40596,1000
76678,1000
86199,1000
4472,1000
68611,1000
94234,1000
88990,1000
15167,1000
59017,1000
42723,1000
54175,1000
24694,1000
58808,1000
35174,1000
65788,1000
38487,1000
4868,1000
94591,1000
45601,1000
55730,1000
5393,1000
6788,1000
61750,1000
33951,1000
93847,1000
68345,1000
92942,1000
55634,1000
2854,1000
68599,1000
71806,1000
4116,1000
92864,1000
98029,1000
96017,1000
59322,1000
57261,1000
91559,1000
6800,1000
38156,1000
52677,1000
13171,1000
58672,1000
46393,1000
81576,1000
23680,1000
76243,1000
51308,1000
30053,1000
20710,1000
17561,1000
86686,1000
42528,1000
3538,1000
1670,1000
21842,1000
310,1000
18625,1000
67303,1000
66995,1000
41425,1000
36305,1000
75641,1000
43355,1000
33912,1000
59801,1000
55729,1000
53562,1000
40787,1000
75853,1000
81251,1000
10374,1000
7615,1000
28962,1000
34845,1000
19235,1000
83759,1000
80281,1000
36063,1000
43902,1000
48798,1000
33859,0
97580,1000
76578,1000
72289,1000
46757,1000
16167,1000
90735,1000
17640,1000
63649,1000
97722,1000
44021,1000
43467,1000
82822,1000
8217,1000
97803,1000
53022,1000
85054,1000
23800,1000
14158,1000
83577,1000
65246,1000
57767,1000
88393,1000
15431,1000
8843,1000
21136,1000
92947,1000
42988,1000
34759,1000
30919,1000
55598,1000
87516,1000
59489,1000
99388,1000
82877,1000
73474,1000
87741,1000
80065,1000
91541,1000
25868,1000
54048,1000
92954,1000
98088,1000
63117,1000
8488,1000
5894,1000
50670,1000
59491,1000
90017,1000
3915,1000
93684,1000
89262,1000
35842,1000
64013,1000
65609,1000
18421,1000
84921,1000
30013,1000
25830,1000
21306,1000
64341,1000
29649,1000
54509,1000
31840,1000
53273,1000
84808,1000
45779,1000
79469,1000
61539,1000
89694,1000
33032,1000
17275,1000
93201,1000
43161,1000
75392,1000
37659,1000
56424,1000
422,1000
43885,1000
5642,1000
82641,1000
97175,1000
13611,1000
16803,1000
80679,1000
26385,1000
24554,1000
91818,1000
26652,1000
80518,1000
95020,1000
32179,1000
56472,1000
14067,1000
49361,1000
44521,1000
73130,1000
16999,1000
78200,1000
94769,1000
54124,1000
50006,1000
26913,1000
36646,1000
58366,1000
36699,1000
69659,1000
35784,1000
38723,1000
48724,1000
27603,1000
63478,1000
15233,1000
77236,1000
77066,1000
95267,1000
39194,1000
41563,1000
11025,1000
23840,1000
77891,1000
80506,1000
51441,1000
99945,4000000
76354,1000
10242,1000
94281,1000
45049,1000
88260,1000
94795,1000
74757,1000
64884,1000
40855,1000
17905,1000
30319,1000
77128,1000
11423,60000
75236,1000
32874,1000
16734,1000
79400,1000
29269,1000
73360,1000
94919,1000
99621,1000
74063,1000
278,1000
2565,1000
68419,1000
90150,1000
97790,1000
65799,1000
44816,1000
14544,1000
15179,1000
49748,1000
18754,1000
44554,1000
64419,1000
48929,1000
96749,1000
65068,1000
30537,1000
48567,1000
9831,1000
46866,1000
11056,1000
25728,1000
99813,1000
75526,1000
51212,1000
78140,1000
91137,1000
47528,1000
32551,1000
88530,1000
25998,1000
25678,1000
46850,1000
25841,1000
55825,1000
98891,1000
32465,1000
59245,1000
84551,1000
47213,1000
505,1000
61608,1000
77172,1000
46209,1000
51254,1000
9063,1000
57297,1000
80869,1000
55590,1000
16763,1000
90697,1000
10975,1000
30916,1000
46024,1000
57969,1000
26630,1000
59991,1000
206,1000
96937,1000
35260,1000
70223,1000
83773,1000
81551,1000
80529,1000
66639,1000
11061,1000
92082,1000
21719,1000
82701,1000
74902,1000
65983,1000
18612,1000
60227,1000
89098,1000
92308,1000
8033,1000
25540,1000
96999,1000
37461,1000
3063,1000
69947,1000
84407,1000
35134,1000
55120,1000
63828,1000
77870,1000
2236,1000
64738,1000
18294,1000
81631,1000
4819,1000
22722,1000
85876,1000
18899,1000
14093,1000
29457,1000
19442,1000
88020,1000
93278,1000
6067,1000
43993,1000
97144,1000
54790,1000
10032,1000
77607,1000
9231,1000
49840,1000
96481,1000
54089,1000
25867,1000
2812,1000
38333,1000
32097,1000
78727,1000
84105,1000
41429,1000
28866,1000
71720,1000
70417,1000
2754,1000
50581,1000
56615,1000
79625,1000
92889,1000
10544,1000
22594,1000
87671,1000
92221,1000
14920,1000
50256,1000
31696,1000
8515,1000
29190,1000
96809,1000
82984,1000
54469,1000
94189,1000
43570,1000
97422,1000
51180,1000
22876,1000
70349,1000
22139,1000
26945,1000
49059,1000
64257,1000
52120,1000
44960,1000
60018,1000
93774,1000
16243,1000
57520,1000
99916,1000
63542,1000
57364,1000
28148,1000
2939,1000
19598,1000
5186,1000
37074,1000
39863,1000
23461,1000
80974,1000
52519,1000
96925,1000
87787,1000
24134,1000
94633,1000
73021,1000
39158,1000
69109,1000
12250,1000
77921,1000
77809,1000
88399,1000
31810,1000
90901,1000
29398,1000
35181,1000
56111,1000
91012,1000
62702,1000
53192,1000
36984,1000
84741,1000
26194,1000
543,1000
64875,1000
47698,1000
3725,1000
73434,1000
20475,1000
56681,1000
70483,1000
25967,1000
82554,1000
24984,1000
10681,1000
17089,1000
36314,1000
19085,1000
96635,1000
62910,1000
20089,1000
34023,1000
70924,1000
84363,1000
60438,1000
37368,1000
24329,1000
38043,1000
47136,1000
10332,1000
15420,1000
61020,1000
57447,1000
10284,1000
21270,1000
24114,1000
64815,1000
99895,1000
18482,1000
87068,200000
69245,1000
62974,1000
26769,1000
66789,1000
8784,1000
26850,1000
61574,1000
46478,1000
32980,1000
43180,1000
55934,1000
94405,1000
72468,1000
34369,1000
34976,1000
51399,1000
85680,1000
35553,1000
64086,1000
94923,1000
97412,1000
27112,1000
33819,1000
46672,1000
9765,1000
99227,1000
92388,1000
13746,1000
38657,1000
59800,1000
21235,1000
9772,1000
46048,1000
30749,1000
78237,1000
38529,1000
22405,1000
67036,1000
34260,1000
18091,1000
72818,1000
79003,1000
90406,1000
25254,1000
13217,1000
70915,1000
63179,1000
40595,1000
1727,1000
72375,1000
70841,1000
55010,1000
87933,1000
94660,1000
83726,1000
38669,1000
24752,1000
96362,1000
46870,1000
67436,1000
19508,1000
30046,1000
58439,1000
27589,1000
63388,1000
16330,1000
67747,1000
3794,1000
35551,1000
41210,1000
32698,1000
36630,1000
5546,1000
40354,1000
27054,1000
39891,1000
56108,1000
25362,1000
75706,1000
10338,1000
62286,1000
57084,1000
58520,1000
27073,1000
64725,1000
52000,1000
766,1000
317,1000
23013,1000
23502,1000
59250,1000
79549,1000
10542,1000
16812,1000
86634,1000
26606,1000
96257,1000
21403,1000
43949,1000
83949,1000
62162,1000
57011,1000
56551,1000
76082,1000
25151,1000
13980,1000
22027,1000
46099,1000
70512,1000
49806,1000
88994,1000
13483,1000
54390,1000
49910,1000
19102,1000
47276,1000
28948,1000
95121,1000
25853,1000
73236,1000
92791,1000
47784,1000
23457,1000
55315,1000
46488,1000
18577,1000
31211,1000
14776,1000
34472,1000
54514,1000
81265,1000
61914,1000
3629,1000
84029,1000
76588,1000
32475,1000
84912,1000
41570,1000
29051,1000
61124,1000
55694,1000
63727,1000
98830,1000
30944,1000
33077,1000
89486,1000
17819,1000
72159,1000
31512,1000
44501,1000
12345,1000
93398,1000
70366,1000
40955,1000
62380,1000
81724,1000
33226,1000
1850,60000
39698,1000
78102,1000
16269,1000
2114,1000
5088,1000
52316,1000
16513,1000
85420,1000
45884,1000
21792,1000
48721,1000
92811,1000
32296,1000
59036,1000
51770,1000
27058,1000
34619,1000
89840,1000
28787,1000
25355,1000
49462,1000
2284,1000
34717,1000
25025,1000
598,1000
63371,1000
42687,1000
44706,1000
46713,1000
31977,1000
77555,1000
87005,1000
4872,1000
25331,1000
80675,1000
83716,1000
3966,1000
13533,1000
19596,1000
18169,1000
23848,1000
52757,1000
78555,1000
5863,1000
58694,1000
18952,1000
17760,1000
38906,1000
63552,1000
38919,1000
74304,1000
89552,1000
26925,1000
61480,1000
5967,1000
67729,1000
14043,1000
2992,1000
50090,1000
81780,1000
46115,1000
23507,1000
18032,1000
63854,1000
91604,1000
79048,1000
11278,1000
70434,1000
568,1000
86074,1000
24547,1000
1444,1000
22112,1000
26681,1000
18118,1000
30682,1000
10472,1000
96607,1000
2102,1000
25799,1000
49771,1000
56966,1000
60994,1000
40817,1000
14928,1000
84635,1000
62682,1000
77382,1000
10109,1000
86307,1000
19790,1000
42984,1000
81023,1000
1013,1000
33990,1000
74245,1000
42483,1000
35090,1000
35614,1000
35641,1000
86974,1000
86937,1000
96821,1000
64125,1000
60915,1000
55514,1000
45767,1000
29132,1000
5935,1000
53777,1000
81156,1000
85019,1000
76966,1000
57906,1000
65782,1000
44613,1000
31083,1000
94699,1000
93710,1000
15782,1000
17242,1000
4716,1000
24529,1000
85214,1000
16318,1000
47771,1000
96614,1000
46732,1000
12022,1000
98858,1000
91679,1000
29817,1000
31623,1000
85161,1000
29805,1000
49659,1000
76940,1000
12128,1000
24771,1000
19756,1000
46662,1000
94291,1000
93279,1000
78330,1000
55678,1000
88713,1000
44427,1000
77115,1000
16627,1000
70189,1000
56506,1000
87515,1000
52315,1000
57097,1000
11788,1000
76161,1000
41649,1000
96223,1000
19405,1000
13890,1000
27357,1000
66039,1000
52572,1000
68983,1000
95404,1000
11683,1000
76788,1000
39197,1000
45023,1000
53275,1000
56590,1000
